date,year,price,price_log,USD_balance_ETF_log,short_term_predicted_price_log,predicted_price,btc_premium_rate
2024-01-11,2024,46280.5,10.742475985052192,20.300603704009724,10.611492389678784,40598.74320946441,0.13098359537340798
2024-01-12,2024,42400.5,10.65491543360335,20.57046424668845,10.654801213264975,42395.65727711675,0.00011422033837504841
2024-01-13,2024,42950.5,10.667803568788178,20.57046424668845,10.654801213264975,42395.65727711675,0.013002355523203946
2024-01-14,2024,42341.5,10.65352297155305,20.57046424668845,10.654801213264975,42395.65727711675,-0.001278241711924366
2024-01-15,2024,42655.5,10.660911501229316,20.57046424668845,10.654801213264975,42395.65727711675,0.006110287964341765
2024-01-16,2024,43267.5,10.675157054799154,20.507097899368627,10.655087250726943,42407.785757840014,0.02006980407221093
2024-01-17,2024,42666.5,10.661169347976015,20.953901254018916,10.665879682670983,42867.947565527546,-0.004710334694967955
2024-01-18,2024,41369.5,10.630299173329725,20.84795828090373,10.638306274255035,41702.07948356934,-0.008007100925309985
2024-01-19,2024,41693.5,10.638100520337316,20.885724764644113,10.640958732237609,41812.83932516058,-0.002858211900292673
2024-01-20,2024,41880.0,10.642563664984474,20.885724764644113,10.640958732237609,41812.83932516058,0.0016049327468650176
2024-01-21,2024,41741.5,10.6392511167368,20.885724764644113,10.640958732237609,41812.83932516058,-0.001707615500809112
2024-01-22,2024,39867.5,10.593316734622126,20.808525680897233,10.625994490179265,41191.80015557259,-0.032677755557138255
2024-01-23,2024,39507.5,10.584245806283258,20.706017943536857,10.608707738102106,40485.847116269375,-0.02446193181884837
2024-01-24,2024,39841.5,10.592664361592178,20.530408978237073,10.622680605602504,41055.521215403016,-0.03001624401032643
2024-01-25,2024,39997.5,10.596572231142867,20.42862628392713,10.611492389678784,40598.74320946441,-0.014920158535916883
